"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"B73 X TX779",-8.25936180968758,-3.25266059056182,1.42058376321956,0.278256868758122,0.0832207923464386,0.109945306523346,0.057406573229655,-0.0134478462191767,0.00571997417345076,-0.00540394205224987,-0.0024320782588261,-0.00867581772307108,-0.00475636071892643,-8.26707923078929e-05,-0.000837983442322554,-0.000304299754406712,-7.97986111441551e-05,5.94861840190752e-05,-2.33190802700067e-05,4.05493277438884e-05,3.72179254171101e-06,-5.92372037783173e-07,-2.44469672255887e-06,-1.15098819486459e-06,2.4710001245154e-07,-1.7868832943857e-07,1.04508270593051e-07,5.18788677988935e-09,8.45990721920487e-10,3.63080288057205e-10,-3.41036643369819e-11,-7.79479258916638e-12
"CG119 X CG108",17.4149771722639,5.7384953055823,-1.57295459058922,0.40861961025111,0.583409847431424,0.711155945778535,0.386759732332343,0.184590645145381,-0.0513569410933777,0.0138426615675856,-0.0173479991728001,0.0537037350854951,-0.011156664210093,0.00253259340282719,0.00131615065774815,-0.000485818235859359,-0.000321211992007964,0.000157812964846071,-0.000100622843012377,-3.86946233430496e-05,2.81309198157942e-10,2.97292101630875e-06,-1.73401297376419e-06,3.97705234189694e-07,-2.15697748551236e-08,-2.10660246469097e-08,1.88890580954393e-09,6.58053139757087e-10,-6.14819306576919e-11,-6.02295990859147e-12,-2.94142488144189e-12,-1.29124488879029e-12
"CG44 X CGR01",8.53332442158077,4.68505036415052,-0.463643379106861,-0.237671985409678,0.287676286731822,0.234160157775437,0.0494319085227223,-0.0119892387349365,0.00440374254115478,-0.00163708232591464,-0.0162546583742646,-0.0147522062313607,0.00679980634357336,-0.00177090414569098,-0.00101555644687168,0.000932289435966849,-3.71499308158274e-05,0.000175268379531357,0.00013423311447916,-2.11911256431385e-05,-1.60012930641162e-05,-4.62882969465284e-06,-8.26613038101831e-06,2.17918534756167e-06,-8.66997450499341e-08,1.20883595577936e-07,4.32425796281777e-08,-4.77888625199929e-09,-1.04773323350571e-09,-1.61323066016905e-10,-2.06166195226842e-11,-8.2118201127912e-12
"F42 X H95",-0.617109665392872,-0.940047055283971,1.28569337745899,0.121457229984398,-0.0762245063300355,-0.0207774903201974,0.0281189180766245,0.00571457848765081,-0.00176910222506822,-0.000974849484446288,-0.012281127791198,0.000485143739317177,0.000449692740680394,0.000624902066863886,5.06813790053795e-05,0.000693198390281778,9.47425657081974e-05,-8.52953582310689e-05,-4.03802880892534e-05,-4.38605584351104e-05,-1.81475294394606e-06,-4.53810759201007e-06,7.71359668201577e-07,3.82410398139243e-08,-9.10882372168187e-08,3.32571080882693e-08,1.76493838294212e-08,-3.07633014461767e-09,8.10357170255571e-10,1.16884696366171e-11,-2.51100251702496e-11,3.02687860886941e-10
"F42 X MO17",-6.59904109583204,-2.57883064281039,-0.921255363733099,0.190491937323396,0.0439314090688861,-0.00156751614955384,-0.0058209391624742,-0.0085834766330643,0.00474163341319008,-0.00172517568004163,-0.0114092015068548,0.00191992504390362,-0.00175863459406267,0.000197919628335819,-4.7488133212259e-05,8.01456493086938e-05,6.82260733721463e-05,-2.63252937252045e-05,9.32083962465469e-06,-1.24333485614359e-05,-2.33573276731125e-06,1.18689406206074e-06,3.36591568173006e-07,-2.62160073538631e-07,-7.65379595812909e-08,-3.49706807956096e-09,1.15590612081995e-08,-1.18332268289612e-08,2.49467690949245e-09,-7.63705765294276e-11,-2.36044128687496e-10,-2.76475869975812e-10
"F42 X OH43",-2.93365144576445,-0.244291007668001,-0.721125431920275,0.204618055924238,-0.0166219728917834,-0.000773305793897432,-0.0044285886487636,-0.0017715930163926,0.0010158635880309,-0.000187913388016644,0.000804382058332817,0.000405016781847983,6.29424967507064e-05,-0.00017851895378003,7.54795735839198e-05,-0.000125771560405608,-1.80795529555744e-05,-3.18571194021788e-07,1.36865035120504e-06,4.35856690747527e-06,-1.00818492415611e-06,-1.15852532948935e-07,-1.15210785800457e-07,-4.03917111008179e-08,1.11153189985558e-08,5.15777080073443e-08,4.27024707261303e-09,4.85708065260659e-09,-1.34728755929459e-10,-1.48425993717893e-11,-6.60900500992767e-12,1.29647681479383e-12
"LH195 X TX779",2.1817726043174,-1.12477230137202,2.50695739879081,0.791362187212062,0.122791193975567,0.102350274088749,-0.0195813404444661,-0.0263851629201595,0.00286248282786167,-0.00174256970087707,0.00209824950787946,0.00859895473955672,0.00242751457439297,0.00170107854275581,-0.000442342571163792,0.000136739959633363,0.000329330131901139,0.000206433105249407,-7.73246563252989e-05,8.15994449286424e-05,8.74826409739786e-06,-1.00657295420536e-06,-7.74098246484646e-06,-6.95872102053283e-06,-1.79815040507805e-06,5.56892192804526e-07,-1.74549463032719e-07,4.1069640631039e-09,-5.72296443915321e-09,1.25064085823579e-10,2.16927829865821e-11,-5.46305622267651e-12
"LH74 X PHN82",5.1372370633225,1.33036035749471,0.0454100752104914,0.348897969570022,-0.100151263980945,-0.0409539949476934,0.0204688366961693,0.00621155891739555,-0.00300057646772503,-0.000415711072532493,0.00740837728562847,-0.00304169478626221,0.000876805570640959,7.40574182886145e-05,0.00017489312822172,-0.000187345078224377,2.5168960240407e-06,6.09104325000054e-06,8.90188998932395e-06,-1.69488722778777e-06,-1.50997548215015e-06,1.36017810574429e-06,3.95769826605497e-07,-8.94415772279e-08,4.55920468045434e-10,4.38444083400436e-08,3.49059625648351e-09,-4.1183451232607e-09,-4.95111840415063e-10,5.38250555237596e-11,-8.45926106940453e-12,1.2135237259514e-11
"LH82 X TX779",0.413117085343599,-1.84549176774861,1.97107868551419,0.716463348795281,0.0617632016921901,0.0878038229093295,0.0368537023356114,-0.0271382993753483,0.00651460771778709,-0.00472503719256814,7.32126475744888e-05,-0.00018435899088496,-0.00253015963363785,-0.00074131418948975,-0.000188257868917963,0.000204444441036691,-0.000137961441255136,-8.02490859462268e-05,-7.73499168704728e-06,-6.31456281155462e-06,-1.27356838252185e-05,4.91357367338185e-06,3.40603644458093e-06,1.07453450326478e-06,-1.83666250236358e-07,3.51434276187057e-07,-5.9188475315386e-08,-1.30623122630846e-08,9.67468644086367e-09,-1.67650798799102e-09,-2.05112711537669e-10,-4.98748119193149e-10
"LOCAL_CHECK",-3.39433748715422,0.579904387139506,-0.313166260553297,-0.0737323981093633,0.00980314691822743,0.010136309297327,-0.00212369659871994,-0.000784643676745939,0.000226830875671102,-0.000537033516022661,0.00663362712731318,-0.001158061439547,-0.000233563339631815,0.000229098500354796,-6.63534794322906e-05,-1.27477595607689e-05,4.72409778670413e-05,-1.3642674487932e-05,-7.39992079148988e-06,-7.65192303447959e-06,-8.5314987879892e-07,4.91459905188618e-07,1.52162082156515e-07,-4.56007407487191e-07,5.38716455611432e-08,2.83938800318961e-08,-8.72106067917322e-10,-4.18790693616777e-09,-9.32212002036081e-10,-7.46438327814403e-11,-1.40925465741404e-11,-8.70754857107414e-13
"PB80 X TX779",-1.17442457420491,-2.03187464212117,2.70218671824797,-0.0120745518928176,-0.00484611097816678,0.0557110882373376,0.0814812785470579,0.0059857870339004,-0.00073065067416039,-0.00430457557626956,-0.0022345696437687,-0.0118650815480753,-0.00325778418774296,0.00064634809363881,-0.00078846002811922,-0.000319637694185124,7.52221183684398e-05,0.000143112083754837,-1.5513805356332e-05,5.0728616885487e-06,1.59124761283935e-05,-5.82783373542783e-06,-2.43751988190932e-07,1.91594344742252e-06,2.92354755182522e-07,7.29085705142296e-08,-9.7690866146527e-08,1.66986611656317e-08,-1.2345535149727e-09,-2.86479645561499e-10,-1.55628149256515e-11,2.12436873647803e-11
"PHB47 X PHN82",4.80503723191002,0.431661948715758,0.504539834392837,0.101870502075141,-0.0903588813636085,-0.0472768172699625,0.0142800221961309,0.00773357235674169,-0.00283360049498643,-0.000189298086654854,0.00163308031949636,-0.000144961711159491,0.000675058534994111,-0.000190934680816435,9.9648822979026e-05,-8.21614683186311e-05,-4.09439722998117e-05,2.29807696700557e-05,1.63793204307483e-05,6.8859981775804e-06,5.76295334842047e-07,1.53612266090564e-06,5.3575539837869e-08,2.5994162999865e-07,-1.32906099736818e-08,-4.89531407632526e-08,-9.2264954287824e-09,-6.44367689414671e-09,-7.77914621608033e-10,2.32096009078475e-11,-9.46159817161174e-12,1.24899257603062e-11
"PHG39 X PHN82",-1.18676751422646,0.0107810783657068,1.19203518101687,-0.0107814508477775,-0.0025666828227042,0.0204977996028421,0.0261213201486529,-0.00580232742230048,0.00167121427404016,-0.00230949220363551,-0.00328550822465003,-0.00468195912463146,-0.00192788478222938,0.000493075191843731,-6.568504053997e-05,-0.000236974196796177,2.03394372038784e-05,-9.75884887037537e-06,7.93905278337337e-07,1.31636815362268e-05,4.88961755806816e-07,7.31365904130254e-07,-1.69684137597131e-06,-4.17863303937838e-07,1.51515138144265e-07,-8.46935699350126e-08,2.19233264667218e-08,-2.58118361753934e-11,-1.73021354188396e-09,1.12068437863044e-10,-2.43392042631463e-11,2.38912015171344e-11
"PHW52 X PHM49",1.78136051188237,-0.0085343023462721,1.44036801092562,0.13885280899437,-0.107147521700097,-0.0417787064829398,0.0303708545469051,0.00692526864450508,-0.00277654253268438,-0.000722109623785563,-0.00913203296362917,0.000443441052405485,0.000294277678265897,7.92831191763488e-05,-3.82315290690591e-05,0.000498494227270559,-4.18580706929156e-05,-4.51607838111087e-05,-2.06436811613885e-05,4.05956445286015e-07,1.88432531435245e-06,3.73992404868045e-07,-8.49011777590003e-07,-3.14197957096418e-07,1.49635905929979e-07,3.26233633232698e-08,-1.2151797630644e-08,-8.34001782391847e-09,9.00476401777262e-10,9.98625349080129e-11,-3.19667681214497e-10,-1.22347566106074e-10
"PHW52 X PHN82",2.38774118947311,-0.593104592898462,0.84149069106851,-0.18409139444522,-0.057289830554114,-0.0267588948622151,0.0208502394948842,0.0133722374169177,-0.00341126417890432,-0.000380243911525739,-0.000812712998082422,-0.00215507790333532,0.000949353638883765,0.000484495188386447,0.000195192112475359,1.73109860314435e-06,6.00822792503619e-05,-1.76039674907313e-05,4.6571161542025e-06,-1.66464751936712e-05,-3.49445241393243e-06,3.05156407025275e-07,1.88981747882566e-07,-5.36535095879698e-07,-1.99253043370318e-08,4.96104395897312e-08,4.49739344376976e-08,6.35934949231448e-09,-1.53967946725508e-09,-1.10085149329642e-10,-1.70906969132467e-11,5.08498798623691e-12
"REDEAR X LH195",-2.76787549158435,-3.91572226779638,3.30785887623403,0.806588722663656,0.338919033970524,0.264550093316276,0.0243340415452025,-0.055372649349167,0.0127684840418985,-0.0075232504169884,0.0280275070039214,0.00370992553750377,-0.00136207933781554,-0.00205682315036909,6.86366342788625e-05,6.85140314665711e-05,-0.000298565480850721,-0.000143736760575247,-3.01085927363054e-05,-3.67868905476465e-06,-2.14929708149403e-05,4.0708320453442e-07,3.40655982614124e-06,1.82110383800671e-06,-2.27138507447044e-08,-4.71155395531664e-08,-1.70739500870987e-08,1.25869896450137e-08,-1.92105554241984e-08,2.19691159708546e-09,4.33918123654564e-10,-2.34382291353086e-10
"TX714 X TX779",-6.06576629631043,-4.53353111816911,1.7155180958763,0.563057476787559,0.140849553813124,0.162985394806645,0.0760357889073245,-0.0273140343899621,0.0105493170290098,-0.00804809004258233,-0.00225881162105477,-0.0126020874453014,-0.00809331373013389,-0.000298054440375395,-0.00141315276276333,-0.00057207843920426,-0.000112105593926826,0.000129776368859635,-3.31037770346376e-05,6.57987421076034e-05,1.00559181154258e-05,-2.26699208613623e-06,-3.99202728607051e-06,-1.26710230746729e-06,5.09155580918907e-07,-3.40064022080755e-07,9.71249584647005e-08,1.19143662644094e-08,-5.52183287982899e-09,-1.67545810558778e-10,-1.16740339617394e-10,1.59357249618353e-11
"TX773 X TX779",-7.08945021805216,-3.89177636148995,3.43400081097561,1.58396004499493,0.613451633667338,0.384577370242872,-0.123140495210018,-0.101140620637563,0.016624214239146,-0.00381993319322466,0.0532119378817551,0.0369898269050964,0.0123182881821456,-0.00199058747475844,0.00287868939039693,1.35202158211833e-05,0.0003270221820314,5.21661392302586e-05,0.000176121367543247,-7.82642359669072e-05,3.28316321371869e-05,-7.65797982138494e-07,-3.15406309553401e-06,-7.56112393085484e-07,4.00037064696157e-07,-1.10083658827476e-07,7.97074259928365e-08,-3.2304488459256e-09,6.14749418037519e-09,-2.74949729650587e-10,-5.60770319069093e-11,1.32732158597548e-11
"TX777 X LH195",-4.95186699853572,-4.32854235282376,3.53986796618999,0.90418989446859,0.416888054928386,0.315559086688895,0.0214758811525173,-0.0703411650713223,0.0168658435403456,-0.00893253993108026,0.0335867560416155,0.00540737684340414,-0.00311994957174272,-0.00313634916124844,-0.000271288609371756,0.000214680257128397,-0.000526887001402798,-0.000219335446795699,-7.21803981888203e-05,1.80578841408319e-05,-3.54124709115444e-05,1.18080445862812e-06,4.89380183066324e-06,2.51955218277811e-06,-3.80772720576239e-07,1.24589063232872e-08,-1.27646019199013e-07,1.40107236437648e-08,3.39869754562017e-09,-1.19726845104751e-09,-1.54886381498187e-10,3.46714962295991e-10
"TX779 X LH195",1.82839344344116,-0.933990194028052,2.72530004382862,0.696334606807162,0.0537900594914458,0.0982122891108985,0.0667431152675342,-0.0296555608592962,0.00730789389564287,-0.00636810910326544,0.00357462534414061,-0.00667817265020986,-0.00624563847003354,-0.00117845415266335,-0.0011116211056931,-0.0002133735318533,-0.000295135580764271,3.81091203890196e-05,-3.48285692412962e-05,7.32784650061928e-05,-1.97445569455508e-06,4.59211664866066e-06,-2.58377233015557e-06,-2.08959246091479e-06,2.00102774915861e-07,-2.91828038405557e-08,1.91220027148491e-07,-6.83579810920217e-09,1.46713118008568e-08,6.35082673949849e-10,-1.48284700490775e-11,-2.01123691919575e-10
"W10004_0006 X PHK76",-8.44765426347566,2.47300226091554,-0.630133321745604,0.00269712986914071,0.132362429267731,0.127590413798629,0.0272808330472196,-0.00352886749018411,0.000863659609596376,-0.00104265396388817,0.0106609758756589,-0.00949546840428481,0.000903587922426896,0.00132451065160072,-0.00071906630548757,0.00138716830916313,8.43030060066474e-05,-2.97721016692676e-05,2.35764795130378e-05,-1.46002675996959e-05,6.77885736283246e-06,1.06011776326992e-05,1.75905169388924e-06,-1.46129992217858e-07,4.03557983141845e-08,1.29881190552572e-07,-1.22418449544082e-08,-4.56830099096472e-09,-1.943227245782e-09,7.93450305458521e-11,-1.89900872804571e-11,2.20752444102246e-11
"W10004_0006 X PHP02",-0.793379853041837,0.189950574585289,-0.24163606765993,0.0414305184856958,-0.0126486142089113,-0.00246343657005753,-0.000881612707735405,0.00145587764706445,-0.000258323507956891,2.14418276171351e-05,0.00379886866051308,-1.33274284516028e-05,0.00033009696996697,-0.000137297335817941,1.41933054971163e-05,-4.3357414805302e-05,-2.21555507207601e-05,3.51718839001341e-07,-5.04737292268513e-06,4.0293643609815e-06,-1.59231622502004e-07,-2.99812115293896e-07,-1.14229431510959e-07,-4.3750411380522e-08,1.01107920300048e-08,-1.4310313493221e-08,-2.71601097515117e-09,-1.38218496543996e-09,-4.60060808893381e-11,-1.57403048928195e-11,-2.63023283708641e-12,-1.01578814803993e-12
"W10004_0006 X PHZ51",-1.8978903385076,-0.703230319155676,-0.0208622647462296,0.158974289066931,-0.0373400294881922,-0.0015489944028509,0.0168823680415043,0.00423111604268775,-0.000518765201891775,-0.000815037105464801,-0.00171637585428893,-0.00283223331013404,0.000128981475249576,0.000301287095124031,0.000136902503933348,-0.000191742980846565,4.22260346485126e-05,1.12007418098387e-05,1.85116207179897e-05,-5.63904361028378e-06,-1.12116315130473e-06,9.27154771387939e-07,5.45269491267208e-07,2.07337873633917e-07,-7.56892775122253e-08,-2.50144652907958e-09,7.25807747237184e-10,-6.82589246930876e-09,7.46398109985336e-10,1.39619246719569e-10,1.42782591305846e-11,9.87632198246047e-12
"W10004_0007 X PHK76",3.18020184586218,1.03120488966992,0.310577385887685,0.0726415442193248,-0.0483793200189152,-0.0203423048956296,0.0109503868355947,0.0040497893793351,-0.00186698639440201,-0.00012486476599155,0.00592958534177433,-0.00162596509543983,0.000397581880011072,-8.38595707478018e-06,2.71660974762722e-05,-0.000124808364192625,-8.5265355423414e-07,1.81258235965598e-05,4.1765194074006e-06,-1.24583137336987e-06,-1.62044277995932e-08,2.08230620038496e-07,4.23679961891743e-07,1.56351798924481e-07,-3.68067230860358e-08,-1.27726259707694e-08,-7.28930305005093e-10,-5.50109370209273e-09,3.43371442390605e-10,7.27820304025073e-11,5.28968535640217e-12,5.01200470015561e-12
"W10004_0007 X PHP02",-3.15358796162401,0.13586122770659,-0.450617660188266,0.108480656279438,-0.0139080365117625,0.000209671427942187,-0.00238699618529767,-0.000136248657932506,0.000231506190018174,-4.54338205754662e-05,0.00267034787710644,0.00013289281167736,0.000232064548113364,-0.000158083137842893,4.38589358416619e-05,-9.17549908634185e-05,-2.12721065232235e-05,-3.63759193502955e-07,-2.51457684399825e-06,4.34874453385248e-06,-6.09564210912739e-07,-2.21341836609268e-07,-1.01396077201166e-07,-6.64140871742269e-08,1.44035812721377e-08,2.15621872093341e-08,6.60122193019141e-10,4.51214482444229e-11,-1.68577263259806e-10,-1.38937195082178e-11,-4.83424411612532e-12,1.73694392202606e-13
"W10004_0007 X PHZ51",-0.23997230362158,-1.57227610474086,0.193277543340348,0.0594152323074913,-0.0191931901941292,0.0106266895223675,0.0246584979202712,0.00750926474346703,-0.000677517206596224,-0.00119027480778242,-0.00234131476883002,-0.00453953079978077,8.16730029510951e-05,0.000616284849807532,0.00010076281026182,-0.000132377738246175,8.70836435698796e-05,6.06461269039849e-06,1.12362597039124e-05,-1.47037385106463e-05,-1.05606095865407e-06,-2.29519158921609e-07,6.71893218881503e-07,2.20541500985105e-07,-1.05929272103955e-07,-1.7158058609329e-08,7.73627822914236e-09,-4.63905731364067e-09,1.62362266686866e-09,1.73247888257677e-10,2.96700025659291e-11,4.81387152362345e-12
"W10004_0008 X PHK76",6.52262449044218,1.0145502546172,0.408200511969008,-0.199716654516164,0.00569908205375504,-0.0144248497165338,-0.0120547879320302,-0.00478376129075817,0.00117562661353215,3.87833212956434e-05,0.00250092228880612,0.00131190937173145,-0.000918652032874001,1.85197340082377e-05,-6.2652817368225e-05,-0.000104727392188142,3.74469000927191e-05,9.92515173503516e-06,6.32545962758746e-06,-7.19103321367154e-06,-1.38842769220604e-06,1.39444314983805e-08,-1.47160373331623e-08,-1.9075905485777e-07,-4.18132428681162e-09,-5.00585778107077e-08,1.96862631751671e-09,2.47177454198999e-09,-1.4271223092166e-10,-4.12463951882103e-11,-5.5511428787014e-12,-1.2655154701946e-12
"W10004_0008 X PHP02",-3.31648493996346,0.937176430552604,0.130542787191923,0.0283523045776059,-0.0348447642515682,-0.00942641756238104,0.0049561571735513,0.00290109049070006,-0.0014237110914292,0.000189657297618051,0.00324863918501027,-0.000453401822858086,0.00059968417035644,-8.74803700563337e-05,8.72044736567185e-05,-9.40978240745044e-05,-2.40284505894361e-05,3.40510786733805e-07,1.29118445672122e-06,3.66970438113456e-06,-9.08606607619156e-07,1.2725214271897e-07,-6.85307622178e-08,-8.42466060524405e-08,-6.23100127050691e-10,-1.92074952609644e-08,1.61971577816722e-09,-1.1436245127977e-09,-1.36507971593147e-10,1.0650091919473e-11,-2.59503529775884e-12,2.31595298494369e-12
"W10004_0008 X PHZ51",-0.58907275756435,-1.32175584532145,-0.289962404679218,-0.000793244801792718,0.000842521927040141,0.00724645204158198,0.00341681009816758,0.00404480803797972,0.000280020258851698,-0.0003631548945663,-0.00132274899838134,-0.000768423075536408,0.000338112155902529,0.000162742824634174,8.52580711366291e-05,1.98267439573616e-05,1.38921187890634e-05,-1.53567311759681e-05,8.09201531431353e-07,-1.51054950214835e-06,-1.35640996550002e-06,2.66463932304534e-07,-1.70003452801271e-07,-2.03856140135183e-07,-1.84886087967184e-08,-4.04335128711963e-08,9.84404032594588e-09,-2.04685396149734e-09,-4.39065922508419e-10,-3.95877775005715e-11,-4.43918513060026e-12,7.1567404780204e-13
"W10004_0010 X PHK76",3.29898983742477,0.556952948525722,-0.272745004167688,-0.17198044781918,0.0740195151451558,0.0310766724603979,-0.0177655977273892,-0.0136008656847764,0.00474406881418087,-0.000804945241452443,-0.000346380115879458,-0.000978347433444909,-0.00163662168086634,0.000627090828063476,-1.44840061137574e-05,1.43304632769237e-05,8.79057261650995e-05,-4.46587800853049e-05,-4.83273615167756e-07,-4.73545777912587e-06,-6.01573070302397e-07,9.21792841945823e-07,-8.02786167833358e-07,-8.46895070183429e-08,4.39542326702291e-08,-1.90973088731727e-08,-1.82326869158089e-08,-5.98177585589554e-10,6.05978073275892e-10,5.45367362381199e-11,8.1070289370544e-12,-1.48886458717357e-12
"W10004_0010 X PHP02",-0.285398363940345,-1.34792129762034,-0.212338822663601,-0.239259444670747,0.0191545766926753,-0.00314402407272679,-0.0159158057432663,0.00210547534239652,0.000891909476522131,0.000326275291035565,-0.00267312901731321,0.00384676278195914,8.85045233259552e-05,-0.000360606206356022,-8.73095768204046e-05,0.000176649235032446,-4.6739370261506e-05,6.97376339959394e-06,-2.0419038384116e-06,7.09087165433331e-06,2.04889107335154e-06,-1.04698066629577e-07,-1.38231926592736e-07,3.79135057328173e-07,-2.35851020866096e-08,1.81569629817413e-09,-7.59834772184886e-09,3.02080560479062e-09,1.01203712077336e-09,8.57017651290093e-11,1.73039915729589e-11,-2.59237423194669e-12
"W10004_0010 X PHZ51",-5.54243443249715,-0.904131152602061,0.251225052746701,-0.230462685626165,-0.0142934121953449,-0.0033877574981299,0.00375630727564669,0.00885243732111698,-0.00168704700312765,0.000170166222772189,-0.00259581969727216,0.000876374602624408,0.000953823799687475,1.1366184581113e-05,9.28380522851602e-05,0.000125777504126318,-2.49857098019723e-05,-1.47586107629716e-05,-8.89036798609744e-07,3.33235291044565e-06,1.19459160285995e-07,2.18148552430519e-07,-3.05824194329896e-07,7.31453645430591e-08,-3.12671394331332e-09,-4.21482770907033e-09,-3.79236733683008e-09,1.0675557417239e-09,6.8311800660581e-10,6.0915938959738e-11,1.50973678003652e-11,-1.16261167359966e-12
"W10004_0011 X PHK76",5.13871179342652,-0.579351732046405,-0.209385073576053,-0.132273329737307,0.0197936850482902,-0.00347803312953652,-0.0132075784400955,-0.00130402423296624,0.00140282940944792,-1.46039752309257e-05,0.00194105337363239,0.00200970668721144,-0.000466504447711846,-0.000201151398885463,-0.000142994132331625,5.40923957055295e-05,-1.30310067608663e-06,1.70011686147498e-05,-1.59342869815449e-06,-1.58238176714565e-06,8.8237375206468e-07,-4.09559244213265e-07,2.59897812354692e-07,1.55227045606221e-07,-5.3549026796107e-08,-3.88136120049731e-08,7.36338257034674e-09,-2.48831888427503e-09,7.50266515581188e-11,5.49074674616179e-12,1.88560278502337e-12,-2.53694287799533e-12
"W10004_0011 X PHP02",-6.96297004508022,0.514526353508234,0.267968157047428,-0.00390126445392451,-0.0279645871712934,0.00206515263275618,0.0105606795483016,0.00315749530035972,-0.00115196454192301,-0.000136811731208164,-0.000253413222055012,-0.0014488900840065,0.000350192977994795,0.000161002750565797,9.7828449505899e-05,-0.000117509169248853,1.55080358043014e-05,2.29346727817492e-06,8.59181246515295e-06,-3.16758103569015e-06,-1.07409316535412e-06,3.04579602386501e-07,2.99553353622084e-07,1.40838150031186e-08,-4.76616114908346e-08,-1.06102903268956e-08,7.41095701473071e-09,-3.23489211112582e-09,2.07862282941562e-10,5.33459942886338e-11,6.23887053130545e-12,2.41226483232992e-12
"W10004_0011 X PHZ51",-3.11091871964391,-1.35352409385502,0.282611125241738,0.348354777652837,-0.0160695585848927,0.0235209939865701,0.0260164993219971,-0.00694204369629585,0.00308142084782227,-0.00237850886933161,-0.00821468967699965,-0.00376438628184321,-0.0024272276652206,0.000244273677359269,-0.000283107628703566,-0.000222782352551243,5.08005728575289e-05,6.16075913217884e-05,1.86542954784263e-05,3.78340369605601e-06,5.9384191036238e-06,2.28039906263744e-07,-4.08692854558801e-08,5.83898223049939e-07,1.46815615387208e-07,-2.0291593502697e-08,-5.27550503282015e-08,-1.78874684508834e-09,-3.63669488967489e-09,-3.36363104036508e-10,-5.62346558208304e-11,1.72591940739153e-11
"W10004_0013 X PHK76",-4.61890552557858,1.00747703812231,0.122463116616459,-0.0349502233897312,-0.0242662441386182,-0.00533381683900192,0.00172697121153303,0.00248830882372127,-0.00132305403559855,0.000296033798958817,0.00380048726194283,8.37206347075459e-05,0.0005676156318494,-0.000141306108059847,4.07895138547776e-05,-5.29293931567643e-05,-3.09223445656148e-05,3.57282189944463e-08,-3.0485272008024e-06,4.6904292965444e-06,-3.32315309187203e-07,-1.98361056774621e-07,-1.27364159510646e-07,-6.36869940257023e-08,6.10429232161813e-09,-3.24968090908984e-08,-2.23508908603343e-09,-1.59989638551239e-09,-1.79476128403522e-10,-2.74067712968673e-11,-3.85666498736725e-12,-1.9641649418034e-12
"W10004_0013 X PHP02",8.91505703483981,1.07248425740114,-0.036810260498256,0.137168334609155,-0.0172477886151596,-0.00564351615204327,0.00912483578585174,0.00206494492685738,-0.00102315362396928,-0.00026281783519097,0.0120684744831091,-0.0029088193381952,0.000177182763798578,9.98510462683622e-05,-0.000135869830368784,1.68913535026904e-05,2.36095471491948e-05,2.16376144313024e-06,-2.487351647526e-05,-7.09702804541079e-06,1.20373973511168e-06,-9.14350799990915e-07,4.76010294236939e-07,-1.8768636728117e-07,8.66455905912389e-08,1.54840259281031e-07,2.84693252305956e-09,-1.75420745290866e-09,-2.25636065387391e-10,-5.70959945989102e-12,-4.06880085179750e-12,7.53175299905706e-13
"W10004_0013 X PHZ51",-3.74067673308304,0.489864852411963,0.0526426539124264,0.0397543512484375,-0.0302366342706978,-0.00541319746766956,0.00561787876382114,0.0027829411206316,-0.00100253314715372,2.40868577056214e-05,0.00144142410043572,-0.000654035945184511,0.000489452865958209,-4.9455217979999e-06,0.000103038431033931,-9.63138543875891e-05,-1.03861996586241e-05,-1.14237161008557e-06,5.06830130576896e-06,1.73584148674411e-06,-1.18423948461399e-06,4.07750758296688e-07,2.02233859797341e-08,-8.29777078853455e-08,-1.81383858488537e-08,-1.79790366969246e-08,5.96777480210697e-09,-2.02887736298896e-09,-2.74746808637261e-10,3.1671609779238e-12,-3.5615954629975e-12,3.00105773565207e-12
"W10004_0014 X PHK76",-8.98290977330582,1.42011188164111,-0.306291499270626,-0.091336019944876,0.00669172669706432,0.00614445828569438,-0.0135971159652304,-0.0043239682085415,0.000484737031861193,0.000248807725194755,0.00545031863420764,0.00179294756356829,-0.000261572004382621,-0.000293007711320903,-0.00010039955290142,-9.92612810043481e-05,-1.57867182571381e-05,1.23786396007408e-05,-5.25144850482828e-06,8.20464942041799e-07,-1.10378212625495e-07,-7.39040706299043e-07,2.73200940759111e-07,-8.41773137583157e-08,-1.44525633127834e-08,7.48978537523648e-09,8.1168214371985e-09,1.94015966487049e-09,-1.64002533775687e-10,-2.94392843436242e-11,-5.24411070124131e-12,-5.9672405905431e-12
"W10004_0014 X PHP02",-10.2203016384473,1.52919540847607,-0.0810064218402299,0.0301916890799341,-0.0258822950973702,0.000117117657815399,-0.00104463238596572,-0.000455936442938898,-0.000930041069462699,0.00033827474026546,0.00365787529039509,0.000393833891526751,0.000423841778044054,-0.000216443769196994,4.98547349684353e-05,-0.000131832094495188,-3.42590113013297e-05,2.3324078196052e-06,-2.48045481224257e-06,5.24124399758907e-06,-5.96647367678838e-07,-3.78248079413446e-07,-1.95934833080447e-08,-7.67649548927274e-08,1.65769682980432e-08,2.79009009784836e-08,1.10018705257175e-09,2.33375123392943e-09,-9.37233624043188e-11,-1.0078327061791e-11,-3.9306335963829e-12,-1.95132798808118e-12
