Hybrid,Yield,DTA,DTS,PHT,EHT
W10004_0982/PHZ51,10.21740375,52.13217722,52.28943683,245.3834899,104.0034888
W10004_0984/PHK76,6.556596327,51.73107181,51.54789065,219.4752358,96.87750576
W10004_0984/PHP02,7.801612338,51.7178868,52.26112988,212.6914444,85.81295775
W10004_0984/PHZ51,6.430167572,52.18979751,52.82895542,247.1933813,95.5765169
W10004_0988/PHK76,6.872092323,51.54238646,51.79355351,229.7648491,107.4151297
W10004_0988/PHP02,9.12584195,50.71986013,50.83425147,230.8786162,106.520828
W10004_0988/PHZ51,6.663786433,52.45805894,52.59511535,252.4979183,117.929335
W10004_0991/PHK76,NA,51.99420524,52.36313812,220.7537797,78.2989428
W10004_0991/PHP02,NA,50.56479037,52.11209365,218.5374064,78.8528781
W10004_0991/PHZ51,9.009142262,53.29887455,53.09819857,257.6837923,93.60777366
W10004_0996/PHK76,NA,52.90340954,53.25673423,222.2971479,103.0496381
W10004_0996/PHP02,10.07408203,52.41381153,53.21123064,234.3241467,114.6705831
W10004_0996/PHZ51,8.675766925,53.0242099,53.71632761,252.8297759,112.0471605
W10004_0997/PHK76,8.059158383,48.98165688,48.75514468,210.6156179,97.15622143
W10004_0997/PHP02,8.016462832,50.74426077,51.89670153,220.1821304,101.0724186
W10004_0997/PHZ51,8.01221166,52.53326425,54.01930566,228.8857441,74.56526438
W10004_1000/PHP02,7.915900612,51.62674315,53.23773294,244.4942051,125.5873211
W10004_1000/PHZ51,8.183534318,53.87031862,55.07609307,249.0513666,104.619171
W10004_1001/PHK76,6.901263985,48.98393757,49.86116599,218.7379514,87.06732467
W10004_1001/PHP02,6.887933951,51.99451313,52.46339366,220.4356791,90.75062319
W10004_1001/PHZ51,6.489537158,51.99484122,53.66411654,243.2183279,102.1669363
W10004_1002/PHK76,10.21333138,51.03686533,50.95112924,229.9607526,92.25047559
W10004_1002/PHP02,10.51089843,51.11945034,52.90656496,212.118125,103.4916458
W10004_1002/PHZ51,8.734362557,53.16588471,54.89738464,229.3827482,106.8915449
W10004_1004/PHK76,7.871359276,49.03151995,50.66336853,205.5606999,80.52473027
W10004_1004/PHP02,7.316370205,47.99750141,49.99546192,213.4922161,94.09225167
W10004_1004/PHZ51,9.823116277,48.30575698,50.15067954,240.9021854,87.21678765
W10004_1007/PHK76,8.607342234,49.55621321,51.09485458,209.426527,63.77300203
W10004_1007/PHP02,8.998262623,51.15179248,53.99515032,207.7281461,59.03540141
W10004_1007/PHZ51,7.243592736,52.55829645,54.46694286,218.4957778,66.85142491
W10004_1011/PHK76,8.409082951,51.59558927,51.67450024,230.4665328,88.1609253
W10004_1011/PHP02,8.989455068,51.83114963,51.95948006,221.8582152,100.5603963
W10004_1011/PHZ51,7.719899528,53.28839814,54.41338923,241.3686022,92.73955383
W10004_1014/PHK76,7.951938661,51.5423099,52.92052647,231.3178782,99.84372114
W10004_1014/PHP02,9.055387988,51.85994704,52.81840806,230.0719724,103.9518348
W10004_1014/PHZ51,8.631523784,56.47287729,56.94291782,258.1054125,114.0309109
W10004_1015/PHK76,8.568800459,49.44461191,51.42468624,220.8706647,102.9886538
W10004_1015/PHP02,8.64327748,50.59979193,52.05636148,222.3025908,87.83579991
W10004_1015/PHZ51,8.265659353,52.51950283,53.35819201,260.6273903,107.8270287
W10004_1018/PHK76,8.411314682,51.55082291,51.32349258,230.3310898,100.7299236
W10004_1018/PHP02,6.144699412,51.0340388,52.00094759,237.5179745,112.851455
W10004_1018/PHZ51,7.892872604,53.58305155,53.44940119,277.5113144,140.5906283
W10004_1020/PHK76,6.047054656,49.04701851,49.48240222,223.2999727,89.19161549
W10004_1020/PHP02,7.757901512,48.27597571,48.99094565,214.4027867,93.81237626
W10004_1020/PHZ51,6.293495251,51.1597604,52.45339389,246.7025224,111.1745866
W10004_1032/PHK76,NA,50.97427747,51.35715808,186.2262721,84.46157389
W10004_1032/PHP02,7.923040699,50.52013412,51.67345954,204.6095893,89.05183604
W10004_1032/PHZ51,8.953311161,52.92561863,52.86395214,229.8356851,92.20334339
W10004_1037/PHP02,6.860515379,51.04056851,52.94717624,196.3935809,82.15677717
W10004_1037/PHZ51,8.093141913,54.62285006,57.33643776,252.8260882,84.27074126
W10004_1045/PHK76,5.337544608,53.02990179,53.04716358,227.2810869,120.5007747
W10004_1045/PHP02,9.044870178,50.7500978,52.36681324,252.3596048,143.0044474
W10004_1045/PHZ51,9.57819347,52.44556018,54.43046144,260.4259657,138.8820939
W10004_1052/PHK76,7.262706627,50.25847553,51.68147444,194.2193618,62.56769754
W10004_1052/PHP02,6.666802655,51.93642504,52.74969786,193.5312408,75.87907107
W10004_1052/PHZ51,7.561938666,53.26840741,55.33760688,230.2856312,108.3053699
W10004_1057/PHK76,5.025695172,51.26791875,51.38229203,207.9141224,82.84239703
W10004_1057/PHP02,7.723907049,50.95602776,51.73823937,222.8026112,90.23903868
W10004_1057/PHZ51,8.747113551,52.61147266,54.77644732,248.4392285,94.96147923
W10004_1063/PHK76,8.184015728,53.02569678,53.30552964,230.1793779,105.6823613
W10004_1063/PHP02,5.465000509,53.07616455,54.19662776,230.661763,111.1539581
W10004_1063/PHZ51,6.952493938,56.55957241,55.38001277,277.982108,111.2418879
W10004_1064/PHP02,8.294015719,51.13879261,53.36026417,211.9507574,92.24276996
W10004_1064/PHZ51,8.60316766,53.93621761,54.70499782,219.3250663,102.1812202
W10004_1072/PHK76,NA,52.30343278,52.65680328,238.869165,141.6581722
W10004_1072/PHP02,NA,50.11382663,51.52949931,221.6504642,97.95776267
W10004_1072/PHZ51,8.883658187,50.79550405,51.90272489,258.7505944,122.41168
W10004_1080/PHK76,7.836638785,50.12001761,50.64957149,218.4091668,99.30893035
W10004_1080/PHP02,8.530445273,51.37677369,52.03717912,247.4923427,125.6726383
W10004_1080/PHZ51,11.29548306,52.95367616,53.61572382,252.9198633,92.23111995
W10004_1081/PHK76,NA,49.49494741,51.17842273,213.2578083,92.21301254
W10004_1081/PHP02,8.793171507,50.31379825,51.62309617,205.9345266,90.27741361
W10004_1081/PHZ51,7.904019252,51.06789631,53.15190105,257.2518167,98.29391294
W10004_1084/PHK76,7.693603681,53.57144817,53.67029234,222.6294033,84.06067059
W10004_1084/PHP02,9.826326528,49.54689325,52.53978695,211.7178984,91.75130862
W10004_1084/PHZ51,7.136126733,52.50260225,55.54147913,249.9757556,86.25110343
W10004_1099/PHK76,NA,50.82374966,52.15906979,206.5634117,85.95428597
W10004_1099/PHP02,5.942957917,49.87992653,51.61878108,218.7988192,106.8388761
W10004_1099/PHZ51,6.7413311,52.66032361,53.80272666,242.0573064,110.995458
W10004_1104/PHK76,NA,52.30176621,52.14364135,190.6589902,77.13595878
W10004_1104/PHP02,5.795307782,51.70058816,53.02645835,214.6825299,92.87138243
W10004_1104/PHZ51,6.775416748,52.2825456,53.686857,229.8272269,81.55920042
W10004_1105/PHK76,6.182336214,49.45462433,49.64711829,211.9897302,90.57298265
W10004_1105/PHP02,9.540751114,51.1631901,51.72110454,221.0932354,83.35832747
W10004_1105/PHZ51,7.761830437,49.79193749,52.57000422,248.3334737,99.58485752
W10004_1112/PHK76,6.365975627,50.99329946,51.16014472,233.2235628,106.7393661
W10004_1112/PHP02,7.961214249,51.05955318,52.1644207,219.1752378,104.8163993
W10004_1112/PHZ51,10.08390219,50.72579922,52.75531294,243.4029448,113.3949294
W10004_1117/PHP02,9.364951936,51.36010759,51.58117135,207.1994088,112.1977965
W10004_1117/PHZ51,5.699706338,52.30449682,52.24176184,223.3251021,97.67949606
W10004_1118/PHK76,NA,51.96513383,52.10491464,210.7159765,97.48824435
W10004_1118/PHP02,6.462046314,52.1157938,53.75231819,209.0344601,106.9426372
W10004_1118/PHZ51,9.902883505,53.06404505,53.920577,244.1516621,124.9920605
W10004_1123/PHP02,NA,51.83973269,53.0670902,174.9626446,81.65072544
W10004_1123/PHZ51,7.551515774,51.98057934,52.58832066,201.1512559,78.88110135
W10004_1140/PHK76,8.296305428,51.54723291,51.65399436,231.1335633,90.43815275
W10004_1140/PHP02,10.60020591,51.88176161,51.66531688,212.7822334,86.7963842
W10004_1140/PHZ51,8.79106303,53.2091037,54.29605907,222.3570687,94.92018998
W10004_1143/PHK76,7.52922415,51.23911316,53.00690004,217.924815,86.32723925
W10004_1143/PHP02,8.598981555,51.45182105,52.66217746,216.0984583,97.84519069
W10004_1143/PHZ51,9.71445152,51.83311844,53.43613502,230.7302647,93.34847453
W10004_1146/PHK76,7.812383843,51.69343667,52.4466919,228.1122374,100.0630795
W10004_1146/PHP02,8.242594223,52.5675935,52.32779974,235.268213,111.1331685
W10004_1146/PHZ51,6.261000681,53.2901702,54.25985479,247.1750921,108.2838624
W10004_1156/PHK76,NA,49.45605803,49.45731998,221.4768631,99.70583601
W10004_1156/PHP02,7.286429413,49.76280025,51.1030539,216.1415152,90.65774274
W10004_1156/PHZ51,9.504246381,49.58105542,51.4352423,258.7307416,107.4245158
