Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0889 X PHP02,-0.08779648,-0.072080659,0.00462635,0.056097113,0.162552516,0.309313098,0.430881158,0.808948544,0.98034487,1.154645131,1.483501677,1.687622536,1.84085978,1.986954679,2.034705599,2.045878404,2.058296376,2.059393045,2.059666135,2.059818348,2.059875754,2.059922697,2.059917217,2.059986432,2.05999161,2.059997754,2.060002363,2.060006741,2.060009048,2.059925003,2.060012619,2.060013536
W10004_0889 X PHZ51,-0.015374352,0.002005647,0.085392536,0.140507556,0.253121202,0.406191112,0.531575851,0.916019958,1.088500001,1.263293399,1.592970475,1.799065874,1.955851647,2.108707241,2.159793315,2.17177537,2.184903557,2.186019376,2.186293638,2.186445958,2.186503367,2.186550309,2.186544829,2.186614044,2.186619222,2.186625366,2.186629975,2.186634353,2.18663666,2.186552615,2.186640231,2.186641149
W10004_0891 X PHK76,-0.089967397,-0.073901795,0.003793537,0.055492968,0.161713442,0.30709284,0.426908464,0.797935995,0.966136714,1.137722366,1.464666661,1.671487666,1.830203654,1.985917011,2.037777225,2.049769249,2.062543568,2.063551683,2.063789644,2.063919342,2.063967937,2.064007646,2.064003011,2.064061557,2.064065938,2.064071134,2.064075033,2.064078736,2.064080688,2.064009597,2.064083708,2.064084484
W10004_0891 X PHP02,0.061844145,0.078598318,0.158360306,0.210829377,0.317805345,0.463093956,0.582210137,0.949146064,1.115077296,1.284413715,1.608412471,1.815755756,1.977912897,2.143769531,2.203639237,2.218614127,2.236140451,2.237686441,2.238034418,2.238205602,2.238264753,2.238311949,2.238306481,2.238375696,2.238380875,2.238387018,2.238391628,2.238396005,2.238398313,2.238314267,2.238401884,2.238402801
W10004_0891 X PHZ51,0.089157254,0.105966246,0.186535585,0.239799685,0.348762723,0.497265902,0.619322971,0.996445611,1.167368916,1.341960906,1.676229175,1.890003077,2.056744297,2.225877845,2.285677293,2.300263706,2.316665324,2.31801057,2.318314641,2.318472616,2.318530362,2.318577336,2.318571857,2.318641072,2.31864625,2.318652394,2.318657003,2.318661381,2.318663688,2.318579643,2.318667259,2.318668177
W10004_0892 X PHK76,0.060871528,0.078005611,0.160160068,0.214464811,0.325500395,0.476665951,0.60074488,0.982959942,1.15549691,1.331178398,1.665462732,1.877173871,2.040446588,2.202857736,2.258515618,2.271747482,2.286269111,2.28745833,2.287740109,2.287893541,2.287950996,2.287997941,2.287992461,2.288061676,2.288066854,2.288072998,2.288077607,2.288081985,2.288084292,2.288000247,2.288087863,2.288088781
W10004_0892 X PHP02,-0.015561621,0.004649347,0.095392575,0.152732366,0.266698056,0.417598303,0.539124489,0.905516575,1.068318239,1.232986944,1.544306576,1.740994059,1.893312577,2.047584462,2.103100205,2.117144936,2.134333065,2.136126821,2.136584636,2.136816518,2.136889585,2.136941621,2.136936856,2.137006261,2.13701144,2.137017583,2.137022193,2.13702657,2.137028878,2.136944832,2.137032449,2.137033366
W10004_0892 X PHZ51,0.039425916,0.055815825,0.134825262,0.187289154,0.294951319,0.442162313,0.563437872,0.939074208,1.109553966,1.28369854,1.616657846,1.828723691,1.993022973,2.157261043,2.213742058,2.227165485,2.241840449,2.243029669,2.243310771,2.243464002,2.243521443,2.243568387,2.243562907,2.243632122,2.2436373,2.243643444,2.243648053,2.243652431,2.243654739,2.243570693,2.243658309,2.243659227
W10004_0894 X PHK76,-0.141693833,-0.126766382,-0.053299192,-0.003409664,0.101172929,0.247929268,0.371094964,0.755394227,0.925792287,1.093961077,1.395079732,1.574634642,1.709568734,1.841253293,1.885371253,1.895713958,1.907006814,1.907956814,1.908189243,1.908318131,1.908366692,1.908406399,1.908401764,1.90846031,1.90846469,1.908469887,1.908473786,1.908477489,1.90847944,1.908408349,1.908482461,1.908483237
W10004_0894 X PHP02,-0.033947824,-0.017405612,0.062752969,0.116187414,0.226125123,0.376812252,0.501122983,0.886343941,1.060950896,1.238949748,1.577485052,1.790963561,1.954259791,2.11389783,2.167026133,2.179380036,2.192754553,2.193872398,2.194146564,2.194298856,2.194356264,2.194403206,2.194397726,2.194466941,2.19447212,2.194478263,2.194482873,2.19448725,2.194489558,2.194405512,2.194493128,2.194494046
W10004_0894 X PHZ51,-0.035562812,-0.018249564,0.064732746,0.119551012,0.231546872,0.38381674,0.508617783,0.891899678,1.064266542,1.23928055,1.570578396,1.778812632,1.938121754,2.094687148,2.147497408,2.159933254,2.17353784,2.174674972,2.174951125,2.175103685,2.175161102,2.175208044,2.175202565,2.17527178,2.175276958,2.175283102,2.175287711,2.175292088,2.175294396,2.17521035,2.175297967,2.175298884
W10004_0896 X PHK76,0.016047146,0.032883425,0.114036015,0.167897283,0.278343855,0.429160871,0.55321724,0.936227492,1.109337432,1.285611883,1.620658555,1.832167002,1.994461466,2.154287742,2.208153413,2.22079439,2.234542989,2.23568089,2.23595682,2.236109322,2.236166735,2.236213678,2.236208198,2.236277413,2.236282591,2.236288735,2.236293344,2.236297722,2.236300029,2.236215984,2.2363036,2.236304518
W10004_0896 X PHP02,0.202384393,0.219701935,0.302237375,0.356560825,0.467334495,0.617769779,0.741073441,1.120625169,1.292080866,1.466906219,1.800830146,2.013891291,2.179862266,2.348206415,2.40793422,2.422591467,2.439256455,2.440652645,2.440967591,2.441128648,2.441186687,2.441233701,2.441228223,2.441297438,2.441302617,2.44130876,2.44131337,2.441317747,2.441320055,2.441236009,2.441323625,2.441324543
W10004_0896 X PHZ51,-0.019909003,-0.003673707,0.074985461,0.127438471,0.235441294,0.383710301,0.506267682,0.887783049,1.061775562,1.240019504,1.582238885,1.801179855,1.971301053,2.14156945,2.19990045,2.213658042,2.228516668,2.229698165,2.229977544,2.230130431,2.230187854,2.230234797,2.230229317,2.230298532,2.230303711,2.230309854,2.230314464,2.230318841,2.230321149,2.230237103,2.230324719,2.230325637
W10004_0900 X PHK76,-0.085974851,-0.069603395,0.009544354,0.062205536,0.170392559,0.318420801,0.440358354,0.8173826,0.987898114,1.161496735,1.491028474,1.698404138,1.856833469,2.01167763,2.063345216,2.07541399,2.088570218,2.089683389,2.089957317,2.090109592,2.090166999,2.090213941,2.090208462,2.090277677,2.090282855,2.090288999,2.090293608,2.090297986,2.090300293,2.090216248,2.090303864,2.090304781
W10004_0900 X PHP02,-0.107531127,-0.091252681,-0.012980101,0.03887903,0.145095651,0.289962152,0.409020791,0.77621623,0.942042219,1.110838018,1.431568378,1.63405695,1.789548161,1.943046972,1.995075362,2.007363788,2.020842763,2.021974847,2.022250502,2.022402989,2.022460403,2.022507346,2.022501866,2.022571081,2.022576259,2.022582403,2.022587012,2.02259139,2.022593697,2.022509652,2.022597268,2.022598186
W10004_0900 X PHZ51,-0.031847856,-0.014587948,0.067659574,0.121793604,0.232195523,0.382171573,0.505146962,0.884027697,1.055387369,1.230284405,1.564989364,1.779220175,1.946741831,2.117873651,2.17936821,2.194643889,2.212286994,2.213794107,2.214129702,2.214296324,2.214354891,2.214401981,2.214396507,2.214465722,2.214470901,2.214477044,2.214481654,2.214486031,2.214488339,2.214404293,2.214491909,2.214492827
W10004_0901 X PHK76,0.079723606,0.098009546,0.18517397,0.242462053,0.358971449,0.516426179,0.644757941,1.035198192,1.209016284,1.384347631,1.712761219,1.916448451,2.070459632,2.219725767,2.269450944,2.281131232,2.293998401,2.295106625,2.295380387,2.295532659,2.295590067,2.295637009,2.295631529,2.295700744,2.295705922,2.295712066,2.295716675,2.295721053,2.29572336,2.295639315,2.295726931,2.295727849
W10004_0901 X PHP02,-0.009526536,0.007716254,0.090180003,0.144574654,0.255609852,0.40647404,0.530094773,0.909888121,1.080864348,1.254654846,1.584420178,1.792523107,1.952486176,2.110932952,2.164991098,2.177821903,2.191923853,2.193092561,2.193372284,2.193525415,2.193582857,2.193629802,2.193624322,2.193693537,2.193698715,2.193704859,2.193709468,2.193713846,2.193716154,2.193632108,2.193719724,2.193720642
W10004_0901 X PHZ51,0.11749275,0.134301394,0.214907925,0.268210093,0.377255817,0.525851264,0.647947817,1.024861695,1.195464106,1.369530034,1.702010123,1.913813573,2.078236382,2.243595368,2.301224771,2.315106887,2.330513192,2.3317705,2.332061309,2.332216435,2.332273985,2.332320939,2.33231546,2.332384674,2.332389853,2.332395997,2.332400606,2.332404983,2.332407291,2.332323245,2.332410862,2.332411779
W10004_0907 X PHK76,0.064259996,0.08175962,0.165759902,0.221310258,0.334882809,0.489406358,0.61611562,1.005449795,1.180585764,1.358415714,1.694980233,1.906396683,2.067981461,2.226459072,2.279719385,2.292220147,2.305850077,2.306985475,2.307261346,2.307413857,2.307471272,2.307518214,2.307512734,2.307581949,2.307587128,2.307593271,2.307597881,2.307602258,2.307604566,2.30752052,2.307608136,2.307609054
W10004_0907 X PHP02,0.060129582,0.076198855,0.153784281,0.205374873,0.311367457,0.45649796,0.576199771,0.947600006,1.11642875,1.289041726,1.619473202,1.830174897,1.993515412,2.156779989,2.212833405,2.226125712,2.240621556,2.241797062,2.242076472,2.242229423,2.242286851,2.242333794,2.242328315,2.242397529,2.242402708,2.242408852,2.242413461,2.242417838,2.242420146,2.2423361,2.242423717,2.242424634
W10004_0907 X PHZ51,0.086892746,0.103860563,0.185166877,0.238910642,0.348857604,0.498733349,0.621963096,1.003091731,1.176090944,1.353032828,1.692712848,1.910926134,2.082070262,2.257428972,2.320510097,2.336137836,2.354027199,2.355514319,2.355841707,2.356005206,2.356063389,2.356110416,2.356104939,2.356174153,2.356179332,2.356185476,2.356190085,2.356194462,2.35619677,2.356112724,2.356200341,2.356201258
W10004_0913 X PHK76,0.098044363,0.114348885,0.193267489,0.245832677,0.353921843,0.501988864,0.624085643,1.002241795,1.173571432,1.348193575,1.68024131,1.889626857,2.049844277,2.206648326,2.258973438,2.271177224,2.28444028,2.285555823,2.285829871,2.285982155,2.286039562,2.286086504,2.286081025,2.28615024,2.286155418,2.286161562,2.286166171,2.286170549,2.286172856,2.286088811,2.286176427,2.286177344
W10004_0913 X PHP02,0.026663112,0.043622229,0.124937117,0.178673309,0.288491854,0.437854284,0.560305858,0.936492169,1.105700921,1.277513082,1.602718839,1.807063876,1.963336793,2.116840385,2.168610021,2.180811138,2.194193418,2.1953216,2.195596965,2.195749424,2.195806837,2.19585378,2.1958483,2.195917515,2.195922693,2.195928837,2.195933446,2.195937824,2.195940131,2.195856086,2.195943702,2.19594462
W10004_0913 X PHZ51,-0.074011316,-0.055039921,0.033581215,0.091022365,0.206859871,0.362231419,0.488332597,0.871135262,1.041801792,1.214481687,1.540432836,1.745366076,1.902839577,2.059537896,2.113760272,2.126845425,2.141550061,2.142800591,2.143095057,2.143251888,2.143309647,2.143356633,2.143351156,2.143420371,2.143425549,2.143431693,2.143436302,2.143440679,2.143442987,2.143358941,2.143446558,2.143447475
W10004_0914 X PHK76,0.07946536,0.095281104,0.172213553,0.223704287,0.330058308,0.476628199,0.598181649,0.978449503,1.152685447,1.331642804,1.676382742,1.897527406,2.069407401,2.240748756,2.298734557,2.312233287,2.326635033,2.327782191,2.328058079,2.328210511,2.328267921,2.328314863,2.328309384,2.328378598,2.328383777,2.328389921,2.32839453,2.328398907,2.328401215,2.328317169,2.328404786,2.328405703
W10004_0914 X PHP02,0.118274958,0.133902841,0.209683592,0.260278085,0.36459545,0.508095761,0.626957967,0.998441697,1.168667807,1.343663648,1.681798434,1.900165279,2.071546463,2.2457045,2.306566749,2.321094795,2.336852493,2.33807925,2.338362669,2.338516047,2.338573485,2.338620428,2.338614948,2.338684163,2.338689342,2.338695485,2.338700095,2.338704472,2.33870678,2.338622734,2.33871035,2.338711268
W10004_0914 X PHZ51,0.053242413,0.069656051,0.148873802,0.201535565,0.309720763,0.457876729,0.58012416,0.959949315,1.132999629,1.310293625,1.651181297,1.870171608,2.041476664,2.215422261,2.2766221,2.291404148,2.307730513,2.309025809,2.309319359,2.309474654,2.309532192,2.309579143,2.309573663,2.309642878,2.309648056,2.3096542,2.309658809,2.309663187,2.309665494,2.309581449,2.309669065,2.309669983
W10004_0916 X PHK76,0.055868282,0.071893333,0.150075373,0.20249117,0.310784474,0.459830111,0.583081093,0.965218049,1.13789518,1.313145325,1.642855399,1.84693893,1.999934287,2.145775442,2.193502432,2.204678958,2.21710247,2.21819922,2.218472312,2.218624525,2.218681932,2.218728874,2.218723394,2.218792609,2.218797787,2.218803931,2.21880854,2.218812918,2.218815225,2.21873118,2.218818796,2.218819714
W10004_0916 X PHP02,0.046963889,0.064934561,0.150716331,0.207193243,0.322276435,0.478268417,0.60580332,0.996104637,1.171062075,1.348391373,1.683261744,1.893220206,2.053582738,2.210979711,2.264052175,2.276555842,2.290243351,2.29138612,2.291662939,2.291815608,2.29187303,2.291919973,2.291914493,2.291983708,2.291988886,2.29199503,2.291999639,2.292004017,2.292006324,2.291922279,2.292009895,2.292010813
W10004_0916 X PHZ51,0.05155422,0.066716272,0.140422253,0.189782461,0.291903753,0.433118891,0.550727464,0.922193505,1.094554297,1.273318332,1.623906321,1.854583841,2.038437894,2.228168508,2.295227522,2.311327986,2.329094704,2.33051565,2.330822454,2.330969316,2.33101941,2.331059321,2.331054694,2.331113241,2.331117621,2.331122818,2.331126717,2.331130419,2.331132371,2.33106128,2.331135392,2.331136168
W10004_0918 X PHK76,-0.054959563,-0.03908235,0.038060966,0.089558289,0.195576136,0.340949972,0.460900032,0.83272473,1.001367118,1.173413668,1.501231831,1.708640199,1.867920236,2.024532085,2.076909271,2.089051501,2.101971842,2.102980559,2.103217756,2.103347214,2.103395793,2.1034355,2.103430865,2.103489411,2.103493791,2.103498988,2.103502887,2.10350659,2.103508542,2.103437451,2.103511562,2.103512338
W10004_0918 X PHP02,0.022285873,0.038649802,0.117969024,0.170869211,0.279772884,0.429188884,0.552583962,0.935815982,1.110005923,1.287951523,1.627680533,1.843093633,2.008788916,2.172001941,2.226748614,2.239508327,2.253272981,2.254404023,2.25467908,2.254831457,2.254888866,2.254935808,2.254930329,2.254999544,2.255004722,2.255010866,2.255015475,2.255019852,2.25502216,2.254938114,2.255025731,2.255026648
W10004_0918 X PHZ51,0.093919003,0.111449511,0.194576774,0.24910039,0.360050546,0.510450995,0.633606321,1.012583559,1.183920759,1.358848633,1.694084963,1.909383635,2.07862952,2.253587198,2.318050129,2.334512833,2.354372348,2.356213722,2.356625515,2.356817295,2.356878997,2.356926677,2.356921239,2.356990458,2.356995636,2.35700178,2.357006389,2.357010767,2.357013075,2.356929029,2.357016645,2.357017563
W10004_0920 X PHK76,-0.108020894,-0.088660324,0.002016607,0.060824653,0.179310535,0.337847284,0.466114365,0.85290674,1.023939335,1.195973336,1.517391954,1.716609692,1.867506227,2.014510637,2.063933213,2.075624648,2.088571852,2.089687879,2.08996252,2.090114926,2.090172339,2.090219281,2.090213802,2.090283016,2.090288195,2.090294338,2.090298948,2.090303325,2.090305633,2.090221587,2.090309204,2.090310121
W10004_0920 X PHP02,0.064038904,0.081620285,0.164824558,0.21929895,0.329962672,0.47962668,0.601900329,0.976576035,1.145107581,1.316519346,1.642668237,1.849788895,2.010455858,2.172559641,2.22976891,2.243787507,2.259779702,2.261147238,2.261460976,2.261622536,2.261680705,2.261727747,2.261722271,2.261791486,2.261796665,2.261802808,2.261807418,2.261811795,2.261814103,2.261730057,2.261817673,2.261818591
W10004_0920 X PHZ51,0.070365753,0.087039578,0.167206394,0.220325114,0.32915613,0.477699678,0.599905164,0.977761929,1.1490168,1.323856034,1.658020683,1.870937651,2.036129086,2.201887653,2.259339839,2.273096102,2.288247266,2.289475071,2.289761237,2.289915381,2.289972869,2.290019817,2.290014337,2.290083552,2.29008873,2.290094874,2.290099483,2.290103861,2.290106169,2.290022123,2.290109739,2.290110657
W10004_0922 X PHK76,-0.047302586,-0.031015181,0.048237678,0.101256044,0.210637789,0.361020927,0.485362778,0.871653244,1.046985159,1.225717936,1.56511459,1.778207023,1.940173844,2.096775884,2.148177515,2.160064107,2.172982364,2.174086044,2.174359369,2.174511593,2.174569,2.174615942,2.174610462,2.174679677,2.174684855,2.174690999,2.174695608,2.174699986,2.174702293,2.174618248,2.174705864,2.174706782
W10004_0922 X PHP02,-0.132855814,-0.117090386,-0.040021852,0.011759025,0.118961808,0.266907816,0.389544961,0.771147026,0.944129861,1.119951172,1.451163765,1.656158431,1.809568162,1.955288216,2.00282021,2.013951401,2.02634527,2.027441796,2.027714884,2.027867097,2.027924504,2.027971446,2.027965966,2.028035181,2.028040359,2.028046503,2.028051112,2.02805549,2.028057797,2.027973752,2.028061368,2.028062286
W10004_0922 X PHZ51,0.062329182,0.080190598,0.165467507,0.221636263,0.336162217,0.491563559,0.61876684,1.009002411,1.18446235,1.362701599,1.700666764,1.913824377,2.077639808,2.239913774,2.295292055,2.308433348,2.322854883,2.324040306,2.324321894,2.324475334,2.324532792,2.324579737,2.324574258,2.324643473,2.324648651,2.324654795,2.324659404,2.324663781,2.324666089,2.324582043,2.32466966,2.324670577
W10004_0928 X PHK76,-0.027779005,-0.011389761,0.069287581,0.123702332,0.2365006,0.392070867,0.520696802,0.917551359,1.09517103,1.273869657,1.604473227,1.804455525,1.951576513,2.089549408,2.134237655,2.144601784,2.155878238,2.156826485,2.157058745,2.157187612,2.157236172,2.157275879,2.157271244,2.15732979,2.15733417,2.157339367,2.157343266,2.157346968,2.15734892,2.157277829,2.157351941,2.157352717
W10004_0928 X PHP02,0.014507339,0.032477968,0.117373404,0.172854558,0.28536675,0.437160053,0.560879998,0.938385743,1.107367242,1.278651254,1.602587863,1.806490091,1.96313644,2.118651708,2.172132648,2.184949672,2.199218968,2.200419899,2.200705306,2.200859753,2.200917291,2.200964246,2.200958766,2.201027981,2.20103316,2.201039303,2.201043913,2.20104829,2.201050598,2.200966552,2.201054168,2.201055086
W10004_0928 X PHZ51,-0.015632866,0.001797405,0.084922979,0.139656072,0.251285981,0.402899815,0.527167876,0.909603969,1.082291841,1.258306728,1.594227967,1.808258495,1.974678369,2.142869443,2.202140245,2.216587416,2.232868067,2.234216426,2.234522504,2.234681244,2.234739075,2.234786062,2.234780583,2.234849798,2.234854976,2.23486112,2.234865729,2.234870107,2.234872414,2.234788369,2.234875985,2.234876903
W10004_0930 X PHK76,-0.129738099,-0.113715491,-0.036098969,0.015655039,0.122213077,0.268483677,0.389370848,0.765517679,0.936937363,1.112429073,1.448885596,1.663626296,1.8300112,1.99576222,2.052180736,2.065438781,2.079760334,2.080916279,2.08119335,2.081345949,2.081403364,2.081450306,2.081444826,2.081514041,2.081519219,2.081525363,2.081529972,2.08153435,2.081536658,2.081452612,2.081540228,2.081541146
